2024-12-29 11:39:12 +0000,2024-12-29 11:39:12 +0000,85
2024-12-29 11:39:14 +0000,2024-12-29 11:39:14 +0000,85
2024-12-29 11:39:19 +0000,2024-12-29 11:39:19 +0000,82
2024-12-29 11:39:27 +0000,2024-12-29 11:39:27 +0000,76
2024-12-29 11:39:32 +0000,2024-12-29 11:39:32 +0000,74
2024-12-29 11:39:38 +0000,2024-12-29 11:39:38 +0000,73
2024-12-29 11:39:39 +0000,2024-12-29 11:39:39 +0000,73
2024-12-29 11:39:44 +0000,2024-12-29 11:39:44 +0000,72
2024-12-29 11:39:53 +0000,2024-12-29 11:39:53 +0000,67
2024-12-29 11:39:58 +0000,2024-12-29 11:39:58 +0000,65
2024-12-29 11:39:59 +0000,2024-12-29 11:39:59 +0000,65
2024-12-29 11:40:08 +0000,2024-12-29 11:40:08 +0000,71
2024-12-29 11:40:13 +0000,2024-12-29 11:40:13 +0000,72
2024-12-29 11:40:15 +0000,2024-12-29 11:40:15 +0000,73
2024-12-29 11:40:23 +0000,2024-12-29 11:40:23 +0000,69
2024-12-29 11:40:24 +0000,2024-12-29 11:40:24 +0000,71
2024-12-29 11:40:29 +0000,2024-12-29 11:40:29 +0000,79
2024-12-29 11:40:38 +0000,2024-12-29 11:40:38 +0000,78
2024-12-29 11:40:39 +0000,2024-12-29 11:40:39 +0000,78
2024-12-29 11:40:48 +0000,2024-12-29 11:40:48 +0000,72
2024-12-29 11:40:51 +0000,2024-12-29 11:40:51 +0000,71
2024-12-29 11:40:57 +0000,2024-12-29 11:40:57 +0000,74
2024-12-29 11:40:59 +0000,2024-12-29 11:40:59 +0000,74
2024-12-29 11:41:06 +0000,2024-12-29 11:41:06 +0000,70
